POLICY_ID;POLICY_IS_RENEWED;POLICY_IS_RENEWED_PROBABILITY
1049;1;0.595223
1053;0;0.172313
1065;1;0.624741
1068;1;0.607744
1070;0;0.175822
1074;1;0.739619
1080;1;0.759546
1083;1;0.600737
1086;1;0.647033
1102;1;0.617945
1119;0;0.481389
1120;1;0.625072
1121;1;0.742732
1128;1;0.514536
1129;1;0.71604
1136;0;0.177839
1137;1;0.704346
1146;1;0.584356
1153;1;0.547545
1157;1;0.685339
1158;1;0.659547
1159;1;0.643634
1163;0;0.489055
1166;1;0.606342
1169;1;0.710629
1172;1;0.642867
1178;1;0.588999
1184;0;0.492597
1186;1;0.602312
1191;0;0.441052
1198;0;0.461873
1205;1;0.758548
1207;0;0.466177
1213;1;0.570301
1218;1;0.659442
1234;1;0.666327
1236;1;0.710465
1245;1;0.564
1247;1;0.664948
1255;1;0.655894
1257;1;0.709471
1262;0;0.240543
1275;1;0.580949
1278;1;0.765358
1281;1;0.761604
1282;1;0.615931
1284;0;0.426987
1289;1;0.612244
1300;1;0.582274
1302;1;0.694963
1304;0;0.467454
1305;0;0.27363
1306;0;0.227101
1313;1;0.743801
1319;1;0.655388
1321;1;0.727594
1330;1;0.724516
1338;1;0.763815
1356;1;0.754645
1363;1;0.685505
1369;1;0.522419
1371;0;0.28076
1373;1;0.669735
1380;1;0.790827
1384;1;0.627853
1388;1;0.620948
1407;1;0.611533
1418;1;0.634616
1419;1;0.655414
1421;1;0.625986
1423;1;0.709594
1424;1;0.691291
1435;0;0.365078
1440;1;0.678341
1445;1;0.610724
1446;1;0.647938
1447;1;0.667641
1450;1;0.664926
1453;0;0.348033
1457;1;0.705222
1459;1;0.638028
1461;1;0.641953
1469;1;0.575034
1479;0;0.397284
1492;0;0.229065
1494;1;0.535517
1495;1;0.675083
1497;0;0.430374
1501;1;0.685712
1503;1;0.708595
1515;1;0.671442
1527;0;0.220213
1528;1;0.716041
1529;1;0.610434
1531;1;0.650254
1537;1;0.669292
1540;1;0.527999
1541;1;0.641775
1543;1;0.678094
1550;1;0.629925
1552;1;0.689289
1556;0;0.399194
1558;0;0.308545
1565;1;0.598304
1581;0;0.475282
1585;1;0.590538
1587;0;0.498897
1589;1;0.59274
1599;1;0.64161
1611;1;0.636886
1616;1;0.635809
1621;1;0.556504
1624;1;0.706317
1627;0;0.317072
1637;0;0.483702
1641;1;0.603088
1648;1;0.66392
1651;1;0.533697
1653;1;0.698665
1666;1;0.610346
1676;1;0.679505
1679;1;0.651581
1687;1;0.625667
1693;1;0.697973
1709;1;0.689086
1711;0;0.434813
1729;1;0.749251
1733;1;0.691052
1737;1;0.664492
1741;1;0.732985
1743;0;0.459513
1749;1;0.632768
1759;1;0.67556
1762;0;0.441865
1764;1;0.660772
1767;1;0.683886
1768;1;0.627798
1778;1;0.567805
1780;0;0.175822
1782;0;0.476424
1783;1;0.704346
1784;0;0.402228
1785;1;0.641953
1786;1;0.604717
1791;0;0.190768
1794;1;0.641953
1800;1;0.661437
1810;1;0.543913
1813;0;0.498759
1815;1;0.616343
1829;1;0.603367
1832;1;0.647938
1836;1;0.700835
1839;1;0.695515
1844;1;0.599888
1860;1;0.741411
1865;1;0.509645
1875;1;0.661551
1876;1;0.620674
1885;0;0.497135
1893;1;0.598221
1896;1;0.571255
1897;1;0.646532
1898;1;0.597828
1900;1;0.708689
1903;1;0.721989
1908;1;0.593198
1909;1;0.608943
1912;1;0.659323
1917;1;0.711141
1919;1;0.534253
1922;0;0.350936
1924;1;0.673548
1929;0;0.338187
1936;1;0.654342
1937;1;0.588972
1940;1;0.704328
1943;0;0.380207
1984;0;0.268621
1986;1;0.548913
1989;1;0.664187
1991;1;0.614186
1992;1;0.64729
1993;1;0.740048
1999;0;0.26122
2006;1;0.703381
2007;1;0.638236
2017;0;0.298192
2051;0;0.264882
2055;1;0.594733
2058;1;0.587891
2061;1;0.604347
2064;1;0.572461
2065;1;0.715488
2071;0;0.477765
2075;1;0.589343
2081;1;0.641953
2088;1;0.657385
2092;1;0.576403
2095;1;0.586604
2098;1;0.561509
2102;0;0.277375
2107;0;0.401416
2108;0;0.205421
2110;1;0.641953
2112;0;0.440564
2124;1;0.539828
2134;1;0.641953
2135;0;0.49857
2142;1;0.526899
2144;1;0.72037
2149;1;0.650048
2162;1;0.664115
2166;1;0.664113
2176;1;0.610096
2183;0;0.400196
2186;0;0.475213
2195;1;0.664148
2196;1;0.699446
2197;1;0.755944
2201;1;0.730989
2204;1;0.521291
2213;1;0.622635
2218;0;0.348333
2224;1;0.680676
2230;0;0.433542
2232;1;0.689453
2233;1;0.662602
2240;1;0.712635
2245;1;0.540369
2251;0;0.492242
2253;0;0.409746
2257;1;0.683503
2259;1;0.66076
2267;0;0.447954
2270;1;0.650068
2273;1;0.753013
2276;0;0.36956
2278;1;0.64592
2280;1;0.598356
2281;1;0.650254
2286;1;0.679208
2288;1;0.543876
2294;1;0.546837
2296;1;0.734141
2298;1;0.564238
2303;1;0.581096
2304;0;0.29517
2306;1;0.525747
2312;1;0.70199
2315;1;0.675718
2317;1;0.622766
2323;0;0.486179
2324;1;0.71336
2331;1;0.782861
2335;1;0.724015
2341;1;0.606323
2347;1;0.685948
2348;1;0.705706
2350;0;0.460418
2360;1;0.647297
2361;1;0.598611
2365;0;0.32437
2367;0;0.434275
2371;1;0.747524
2377;1;0.63099
2380;1;0.698611
2381;0;0.485333
2383;1;0.622194
2393;1;0.612209
2398;1;0.693265
2400;1;0.712116
2403;1;0.656923
2413;1;0.732985
2414;1;0.641953
2428;1;0.584126
2431;1;0.588449
2442;1;0.507502
2453;1;0.641953
2461;0;0.448224
2468;1;0.637404
2471;1;0.736808
2476;0;0.465721
2477;0;0.481956
2480;1;0.739247
2486;0;0.409714
2487;1;0.641953
2497;1;0.53247
2502;1;0.768395
2514;0;0.483245
2526;1;0.681417
2532;1;0.633504
2536;1;0.702407
2538;1;0.564787
2541;1;0.57377
2546;1;0.645838
2549;1;0.712635
2553;1;0.587789
2554;1;0.607606
2555;0;0.458651
2556;0;0.287449
2557;1;0.51293
2558;1;0.642329
2559;1;0.692377
2560;1;0.747871
2564;0;0.193048
2569;0;0.197214
2576;1;0.678722
2578;1;0.601557
2584;1;0.524404
2585;1;0.698665
2589;1;0.745464
2593;1;0.561209
2596;1;0.706192
2610;1;0.6812
2611;1;0.632339
2619;1;0.54622
2621;1;0.639295
2630;1;0.679758
2637;1;0.511286
2639;1;0.681282
2656;0;0.438536
2657;0;0.259351
2668;1;0.677709
2677;1;0.704346
2692;1;0.718403
2709;1;0.666777
2714;1;0.53061
2716;1;0.657385
2720;1;0.560263
2724;1;0.704346
2725;1;0.642329
2727;1;0.665281
2731;1;0.585216
2739;1;0.686009
2741;1;0.606323
2743;1;0.666365
2753;0;0.366568
2758;1;0.681896
2767;1;0.629925
2768;0;0.490939
2769;1;0.613414
2776;1;0.676426
2785;1;0.509454
2794;1;0.695492
2799;1;0.65463
2803;1;0.686872
2806;1;0.674656
2813;1;0.647938
2815;0;0.39843
2818;1;0.716012
2827;1;0.747871
2834;0;0.322317
2846;1;0.638935
2851;1;0.690648
2854;1;0.659669
2860;1;0.708337
2861;1;0.680104
2862;1;0.69458
2870;1;0.759263
2873;1;0.557202
2874;0;0.349201
2875;1;0.631873
2876;1;0.703911
2879;1;0.698665
2891;1;0.743562
2905;0;0.36956
2913;1;0.744022
2917;0;0.490858
2919;1;0.734141
2921;0;0.470998
2925;1;0.602208
2930;1;0.624647
2933;1;0.623612
2938;0;0.327897
2940;1;0.590153
2947;0;0.361213
2956;1;0.661626
2957;1;0.698665
2958;0;0.37293
2959;1;0.688694
2966;0;0.357606
2968;1;0.724015
2974;1;0.739619
2977;1;0.516713
2978;1;0.681348
2979;0;0.444605
2981;0;0.3976
2982;1;0.567994
2989;1;0.754032
2990;1;0.635141
2993;1;0.508351
2996;1;0.637441
3000;1;0.659355
3001;1;0.655621
3008;0;0.284449
3010;1;0.755944
3011;1;0.603178
3019;1;0.628678
3020;1;0.749031
3036;1;0.544905
3055;1;0.681016
3059;1;0.588792
3064;1;0.625148
3075;1;0.736892
3083;1;0.536453
3085;1;0.636865
3103;1;0.59167
3110;1;0.732985
3124;1;0.742797
3135;1;0.605273
3146;1;0.528514
3157;1;0.73467
3159;1;0.648014
3172;1;0.683656
3174;1;0.635445
3179;1;0.734141
3180;1;0.653739
3203;1;0.656034
3206;0;0.38373
3209;1;0.53169
3215;1;0.667155
3222;1;0.590435
3224;1;0.59681
3228;1;0.631325
3237;1;0.648238
3241;1;0.632339
3242;0;0.435372
3243;1;0.577471
3247;1;0.529222
3249;1;0.747871
3250;1;0.62603
3253;1;0.691217
3259;1;0.6797
3261;1;0.606247
3267;1;0.742961
3270;1;0.601838
3280;1;0.624538
3282;1;0.734141
3285;0;0.479524
3303;1;0.709277
3305;1;0.747178
3307;1;0.768395
3321;1;0.740775
3327;1;0.695492
3332;1;0.559129
3342;1;0.698665
3344;1;0.553542
3345;1;0.612973
3354;1;0.70965
3360;1;0.645768
3362;1;0.556358
3368;1;0.535913
3372;0;0.405832
3375;1;0.502137
3378;1;0.764318
3384;0;0.479772
3387;1;0.74176
3390;1;0.639295
3391;1;0.632986
3395;1;0.754563
3396;1;0.695295
3398;1;0.750256
3401;1;0.587034
3411;1;0.735169
3415;1;0.761912
3425;0;0.427297
3435;1;0.609746
3438;0;0.317612
3443;1;0.65363
3457;1;0.660016
3460;1;0.522123
3469;0;0.270759
3477;1;0.615531
3478;0;0.495011
3483;1;0.628104
3489;1;0.708532
3492;1;0.68767
3493;1;0.609041
3501;1;0.581042
3502;1;0.684707
3513;1;0.628152
3515;1;0.553933
3539;0;0.297184
3542;0;0.365254
3544;1;0.758258
3547;1;0.619133
3550;1;0.736194
3557;0;0.330987
3566;1;0.66565
3576;0;0.440815
3582;0;0.405832
3585;1;0.57495
3588;1;0.614063
3597;1;0.559235
3600;1;0.563108
3602;1;0.628801
3604;0;0.349731
3607;1;0.574692
3612;1;0.752414
3632;1;0.736643
3637;1;0.723875
3638;1;0.675083
3639;0;0.386032
3643;1;0.694079
3657;1;0.655716
3660;1;0.561837
3661;1;0.761087
3669;0;0.462663
3671;1;0.623612
3672;1;0.651318
3675;1;0.650832
3678;0;0.395824
3681;1;0.7412
3686;0;0.240677
3690;1;0.756434
3692;1;0.762854
3694;1;0.729949
3695;0;0.371884
3707;1;0.617592
3709;1;0.706263
3718;0;0.399889
3722;1;0.662031
3723;1;0.638996
3726;0;0.31981
3741;0;0.172964
3755;1;0.666097
3757;1;0.66044
3766;1;0.56983
3774;1;0.700281
3780;1;0.593652
3785;1;0.655135
3787;0;0.222645
3788;1;0.595156
3791;0;0.421472
3793;1;0.633066
3803;1;0.518111
3810;0;0.497763
3819;0;0.382316
3820;1;0.581968
3821;1;0.64526
3828;1;0.586854
3831;0;0.296739
3832;1;0.632566
3838;1;0.66586
3843;0;0.446133
3847;1;0.73467
3852;1;0.593444
3859;1;0.726499
3861;0;0.187154
3865;1;0.678715
3866;1;0.732827
3870;1;0.698665
3873;1;0.631489
3885;1;0.682203
3900;1;0.713211
3908;1;0.521393
3909;0;0.295063
3918;0;0.189421
3919;1;0.689856
3923;1;0.546491
3925;1;0.672411
3929;1;0.587662
3931;1;0.655383
3937;1;0.718074
3946;1;0.652567
3947;1;0.690625
3948;1;0.566498
3952;0;0.456716
3957;1;0.618029
3972;0;0.487243
3986;1;0.570329
3999;0;0.320838
4003;1;0.635141
4007;0;0.46101
4009;1;0.62603
4010;1;0.648506
4017;1;0.754092
4021;1;0.589052
4038;1;0.686829
4040;1;0.560145
4042;1;0.569163
4044;0;0.375748
4049;0;0.285091
4050;1;0.698665
4053;1;0.767782
4059;1;0.624612
4061;1;0.629218
4063;1;0.730517
4073;1;0.657329
4097;1;0.501033
4099;0;0.498863
4108;0;0.172313
4114;1;0.706207
4116;1;0.683248
4117;1;0.658513
4125;0;0.437606
4129;1;0.674702
4132;0;0.3882
4136;1;0.528977
4150;1;0.696534
4152;1;0.744022
4156;1;0.712694
4158;1;0.520729
4173;0;0.484759
4180;0;0.487767
4182;0;0.433119
4184;1;0.624741
4188;0;0.314573
4191;1;0.643861
4195;1;0.675083
4196;1;0.653224
4200;1;0.636865
4213;1;0.567095
4218;1;0.628285
4225;1;0.753013
4233;1;0.739619
4242;1;0.65145
4245;1;0.653114
4247;0;0.393813
4248;1;0.626062
4252;1;0.729472
4255;0;0.413233
4267;1;0.715386
4273;1;0.697316
4278;1;0.716282
4280;1;0.695295
4285;1;0.539717
4290;1;0.653083
4311;1;0.685356
4324;1;0.641823
4333;1;0.654167
4337;1;0.673601
4339;1;0.687717
4343;1;0.660902
4348;1;0.70199
4349;1;0.550883
4352;1;0.573259
4353;1;0.56825
4360;1;0.579806
4362;1;0.652033
4368;1;0.66287
4369;1;0.60917
4370;0;0.400925
4378;0;0.458388
4384;0;0.33935
4391;1;0.686997
4398;1;0.688142
4401;1;0.589503
4409;1;0.615668
4413;1;0.681016
4417;1;0.57731
4418;1;0.766342
4422;1;0.658524
4425;1;0.629869
4430;1;0.703065
4432;1;0.606366
4450;1;0.748245
4456;1;0.640966
4465;1;0.595532
4466;0;0.312315
4475;1;0.596497
4484;1;0.647938
4493;0;0.302632
4497;0;0.49042
4498;1;0.746608
4499;1;0.601486
4502;1;0.723082
4507;1;0.595699
4510;1;0.676112
4514;1;0.569655
4516;1;0.601804
4521;1;0.529613
4531;1;0.60997
4532;1;0.606957
4538;1;0.641953
4544;1;0.705888
4556;0;0.174839
4565;0;0.462629
4566;0;0.388256
4576;0;0.267057
4584;1;0.656725
4592;1;0.567072
4598;0;0.44573
4603;1;0.731999
4604;1;0.668078
4606;1;0.6035
4612;1;0.650151
4613;1;0.706861
4617;0;0.4437
4622;1;0.628801
4627;0;0.343217
4650;1;0.695492
4663;1;0.559155
4665;0;0.175317
4670;1;0.675442
4675;1;0.535066
4676;0;0.496035
4680;1;0.606342
4682;1;0.572243
4691;1;0.694236
4692;1;0.559237
4705;1;0.637182
4712;1;0.685571
4714;0;0.421024
4716;1;0.703704
4721;0;0.472746
4725;1;0.590507
4727;1;0.65063
4729;1;0.668327
4732;0;0.253838
4742;1;0.615706
4748;0;0.38818
4749;0;0.252199
4754;1;0.603902
4768;0;0.371874
4771;1;0.654352
4772;1;0.651562
4773;0;0.368188
4779;0;0.292156
4781;0;0.415444
4786;1;0.618785
4789;1;0.609294
4790;1;0.685505
4803;1;0.703272
4804;1;0.624578
4806;0;0.490796
4808;0;0.437383
4810;0;0.448492
4817;0;0.477401
4827;0;0.491502
4828;1;0.628533
4829;1;0.596769
4832;0;0.361332
4833;1;0.58644
4834;0;0.470008
4837;1;0.62135
4847;1;0.7181
4848;1;0.559016
4851;0;0.355967
4857;1;0.731684
4858;1;0.637645
4860;1;0.701709
4861;0;0.471942
4873;0;0.209599
4882;1;0.602709
4884;1;0.632986
4889;1;0.759546
4890;1;0.509208
4892;1;0.655079
4897;1;0.695142
4899;1;0.524807
4903;1;0.759546
4908;1;0.651892
4909;0;0.36956
4921;1;0.641953
4923;1;0.664597
4931;1;0.643449
4935;0;0.375634
4936;1;0.615807
4938;0;0.302933
4947;1;0.680676
4948;1;0.510777
4949;0;0.493676
4953;0;0.484557
4960;0;0.310719
4961;1;0.659712
4962;1;0.708007
4971;0;0.368412
4974;1;0.661407
4979;1;0.628152
4983;1;0.60355
4986;1;0.694236
4991;0;0.216062
4998;0;0.293172
5001;1;0.6441
5002;1;0.674039
5003;0;0.487064
5013;1;0.66169
5014;1;0.600142
5015;1;0.551026
5019;1;0.626043
5022;1;0.65964
5028;1;0.677676
5029;1;0.658696
5031;1;0.660448
5038;0;0.333193
5046;0;0.311762
5048;1;0.753013
5051;0;0.49489
5058;1;0.635792
5063;1;0.678722
5070;0;0.485263
5074;1;0.587335
5084;1;0.648238
5093;1;0.680267
5094;1;0.55745
5096;1;0.561901
5098;1;0.584356
5102;1;0.695295
5104;1;0.590137
5105;1;0.741576
5106;0;0.199862
5107;1;0.662302
5108;1;0.669936
5117;1;0.702533
5123;0;0.264574
5142;1;0.562363
5143;1;0.549639
5146;0;0.434737
5150;1;0.574848
5163;0;0.248652
5164;1;0.661147
5169;1;0.655135
5176;1;0.619436
5181;0;0.48286
5185;1;0.734141
5193;1;0.662925
5194;1;0.682403
5198;1;0.714015
5201;1;0.615185
5203;0;0.401416
5206;1;0.527132
5208;0;0.496918
5213;1;0.664359
5214;1;0.700783
5216;1;0.692208
5226;1;0.511347
5230;1;0.606705
5235;1;0.604242
5243;1;0.598304
5245;1;0.563909
5246;1;0.636979
5249;0;0.299175
5257;1;0.670089
5260;1;0.570274
5272;1;0.592097
5275;1;0.615223
5280;0;0.476896
5282;1;0.648999
5285;1;0.666669
5286;1;0.629382
5304;0;0.31984
5314;1;0.66076
5318;1;0.581981
5323;0;0.460638
5326;1;0.726288
5332;1;0.544471
5333;1;0.678779
5337;1;0.572745
5339;1;0.570353
5340;0;0.387028
5344;1;0.659052
5347;1;0.641953
5350;1;0.636865
5361;1;0.718361
5371;1;0.698421
5377;1;0.518958
5378;1;0.598886
5385;1;0.74042
5387;0;0.172964
5390;1;0.65373
5392;1;0.591237
5403;1;0.667181
5406;0;0.440362
5407;0;0.364217
5415;0;0.194877
5416;1;0.716502
5422;0;0.361056
5431;1;0.503576
5434;1;0.675252
5442;0;0.421122
5445;1;0.657218
5448;1;0.698341
5461;1;0.670749
5464;1;0.678722
5470;1;0.662925
5472;1;0.73467
5474;1;0.721798
5475;1;0.6553
5485;1;0.581738
5490;0;0.294312
5493;1;0.732085
5506;1;0.66586
5509;1;0.72625
5510;1;0.587917
5511;1;0.655461
5518;1;0.677736
5524;0;0.374988
5537;1;0.683265
5541;1;0.677194
5551;1;0.738561
5555;0;0.470018
5569;0;0.359835
5573;1;0.582598
5582;1;0.656822
5590;1;0.731907
5591;1;0.708009
5593;1;0.71874
5603;0;0.388611
5611;1;0.639295
5613;1;0.545607
5615;1;0.653092
5629;1;0.615308
5634;0;0.378346
5645;0;0.198592
5650;1;0.625892
5654;1;0.673195
5658;1;0.731674
5663;1;0.669738
5664;0;0.172313
5666;1;0.698547
5677;1;0.712635
5678;1;0.639295
5682;0;0.383308
5688;0;0.302788
5691;1;0.70199
5693;1;0.683147
5694;1;0.641953
5697;0;0.390118
5699;1;0.575367
5700;1;0.718642
5708;1;0.653778
5709;1;0.697301
5711;1;0.753013
5712;1;0.665753
5715;1;0.664224
5716;1;0.675083
5717;1;0.652742
5723;1;0.538152
5726;1;0.638468
5729;1;0.640362
5733;1;0.662314
5734;1;0.695526
5738;1;0.654157
5747;1;0.69005
5753;0;0.450199
5759;1;0.645311
5760;1;0.647938
5782;0;0.464011
5783;0;0.265649
5787;0;0.341881
5795;1;0.588457
5798;1;0.670924
5801;0;0.184424
5804;1;0.638521
5808;1;0.561061
5812;1;0.754032
5821;1;0.703272
5824;1;0.629925
5827;1;0.636529
5832;1;0.729794
5838;1;0.716162
5842;1;0.635792
5853;0;0.336131
5861;1;0.618285
5875;1;0.678722
5886;1;0.570353
5891;1;0.689599
5896;1;0.675022
5897;0;0.430977
5907;1;0.698547
5914;1;0.621564
5925;1;0.709621
5947;1;0.542472
5949;1;0.675323
5950;0;0.370606
5954;1;0.648233
5956;1;0.701593
5961;1;0.689848
5963;1;0.751378
5964;1;0.63614
5975;1;0.607082
5981;1;0.772921
5986;1;0.724015
5989;1;0.685505
5993;1;0.617282
5999;1;0.706861
6000;0;0.215865
6008;1;0.749251
6011;1;0.594142
6014;1;0.731231
6015;1;0.771957
6017;1;0.778136
6026;1;0.699239
6030;1;0.619932
6037;1;0.689453
6046;1;0.623493
6047;1;0.659371
6049;1;0.666793
6050;1;0.739619
6054;1;0.573803
6067;1;0.648238
6074;1;0.512423
6075;1;0.644298
6079;1;0.731885
6089;0;0.452629
6094;1;0.747431
6103;1;0.579229
6114;1;0.598971
6117;1;0.698665
6123;1;0.623589
6124;1;0.739619
6127;1;0.718247
6129;1;0.706192
6143;1;0.693064
6147;1;0.634929
6149;1;0.698665
6151;0;0.428278
6159;1;0.580712
6161;1;0.53538
6169;1;0.689646
6170;1;0.675083
6175;1;0.616917
6178;0;0.460635
6180;1;0.628346
6185;1;0.614561
6186;1;0.747871
6191;1;0.709277
6196;1;0.680349
6199;1;0.67064
6202;1;0.668257
6204;1;0.688688
6206;1;0.661322
6221;1;0.720846
6226;1;0.586495
6234;1;0.629751
6236;1;0.5213
6238;1;0.644298
6243;1;0.615853
6245;1;0.590449
6247;0;0.36993
6261;0;0.41784
6264;0;0.38315
6265;1;0.705888
6271;1;0.603899
6278;1;0.618317
6286;0;0.40926
6287;0;0.416093
6289;0;0.495448
6311;1;0.565013
6314;1;0.753013
6323;0;0.411275
6331;0;0.458775
6334;1;0.627512
6335;1;0.653461
6336;1;0.733801
6353;1;0.670699
6359;1;0.700692
6361;1;0.747117
6363;1;0.648238
6369;0;0.41357
6376;1;0.641394
6385;1;0.735644
6394;1;0.733465
6398;1;0.739961
6400;1;0.711159
6401;1;0.692377
6407;1;0.680066
6410;1;0.547882
6413;1;0.681197
6417;1;0.742797
6418;0;0.411727
6420;1;0.666334
6427;1;0.670036
6432;0;0.401985
6433;1;0.670367
6438;1;0.501271
6446;1;0.653778
6457;0;0.493361
6459;0;0.189421
6466;0;0.39842
6467;1;0.709109
6469;1;0.502578
6475;1;0.774643
6478;1;0.765535
6479;1;0.768395
6485;1;0.661607
6490;1;0.628796
6508;0;0.359222
6515;1;0.726153
6520;1;0.619862
6523;1;0.693677
6525;0;0.418566
6526;1;0.746016
6536;1;0.747871
6537;1;0.692295
6538;1;0.641414
6546;1;0.739619
6549;1;0.733377
6558;1;0.657687
6560;1;0.771957
6562;1;0.605948
6566;1;0.629379
6576;1;0.589504
6584;0;0.350936
6585;0;0.345651
6587;1;0.747625
6589;1;0.559235
6590;1;0.670089
6593;1;0.631839
6597;1;0.642329
6598;1;0.588622
6604;1;0.715435
6606;0;0.424501
6615;1;0.53504
6632;1;0.735311
6639;1;0.695295
6650;1;0.65363
6651;1;0.516168
6657;0;0.467098
6661;1;0.690648
6662;0;0.492003
6666;1;0.673942
6674;0;0.310445
6676;1;0.572364
6681;1;0.685474
6682;1;0.529578
6683;1;0.704348
6685;1;0.577951
6686;1;0.571228
6687;1;0.72356
6693;1;0.720309
6700;1;0.623739
6706;1;0.641145
6707;1;0.717788
6712;1;0.751694
6717;1;0.635428
6727;1;0.60118
6730;1;0.588958
6733;1;0.708079
6739;1;0.689848
6741;1;0.704297
6742;0;0.383856
6745;1;0.655267
6748;1;0.641118
6755;1;0.610264
6760;0;0.187154
6764;0;0.172313
6766;1;0.561902
6767;1;0.624647
6769;1;0.608119
6790;1;0.673891
6791;0;0.433196
6805;1;0.753295
6806;0;0.496572
6807;1;0.543027
6808;1;0.535005
6817;1;0.739619
6821;1;0.690363
6830;0;0.46369
6842;1;0.68961
6848;1;0.755851
6867;1;0.541937
6873;1;0.641021
6885;0;0.438543
6888;1;0.650254
6900;1;0.692059
6908;1;0.70199
6911;1;0.685505
6922;1;0.503411
6931;1;0.628502
6940;0;0.445084
6951;0;0.179019
6960;1;0.541008
6964;1;0.747511
6970;1;0.747871
6973;0;0.268433
6981;1;0.60821
6985;1;0.645311
6989;1;0.595399
6990;1;0.590492
6992;1;0.617116
6994;1;0.616379
6995;0;0.406082
6996;0;0.397144
7004;1;0.692377
7005;1;0.766934
7008;0;0.341242
7009;1;0.744022
7011;1;0.686346
7013;1;0.556345
7019;0;0.294722
7024;1;0.700244
7029;1;0.736361
7030;1;0.623952
7034;1;0.752414
7036;1;0.640102
7042;1;0.727669
7048;1;0.768395
7055;1;0.707108
7056;1;0.657882
7058;1;0.648692
7059;1;0.532824
